TransactionID,pipeline,fraud_prob,prediction,e2e_latency_ms,score_latency_ms,batch_score_ms,batch_latency_s
B0#3664498,B0,0.05347,legit,,0.379,,139.748
B0#3664527,B0,0.392061,legit,,0.409,,143.7006
A2#3663613,A2,0.110818,legit,38.798,,0.399,
A1#3663695,A1,0.183586,legit,12.685,0.379,,
A1#3663851,A1,0.277829,legit,17.237,0.428,,
B0#3663751,B0,0.154389,legit,,0.378,,27.68
A2#3664288,A2,0.213489,legit,39.407,,0.397,
B0#3663558,B0,0.064006,legit,,0.398,,1.8327
A2#3663630,A2,0.170553,legit,40.47,,0.519,
B0#3663801,B0,0.144884,legit,,0.365,,34.8721
A1#3663592,A1,0.100342,legit,86.125,0.392,,
B0#3664110,B0,0.06023,legit,,0.396,,80.1109
B0#3664196,B0,0.028557,legit,,0.389,,91.4241
B0#3663942,B0,0.3307,legit,,0.401,,55.5097
A2#3664075,A2,0.056864,legit,41.974,,0.412,
A2#3663980,A2,0.039659,legit,42.46,,2.463,
A1#3663899,A1,0.090344,legit,13.469,0.388,,
B0#3664046,B0,0.005237,legit,,0.398,,71.3966
A2#3664505,A2,0.090576,legit,44.249,,0.414,
A2#3663617,A2,0.022592,legit,39.972,,0.407,
A1#3663986,A1,0.114604,legit,21.076,0.392,,
enrichment_on#3663550,A2,0.054846,legit,7852.069,,5.97,
A2#3663581,A2,0.26611,legit,2278.889,,0.509,
A1#3664451,A1,0.015215,legit,13.531,0.392,,
B0#3663848,B0,0.511357,fraud,,0.358,,41.1434
B0#3664015,B0,0.113859,legit,,0.447,,67.6401
A1#3663637,A1,0.296842,legit,16.149,2.194,,
enrichment_on#3663724,A2,0.045119,legit,40.015,,0.612,
B0#3664474,B0,0.083969,legit,,0.369,,135.8778
B0#3663628,B0,0.242758,legit,,0.356,,11.6797
3663569,A2,0.026603,legit,6567.862,,0.807,
A2#3664529,A2,0.046949,legit,41.603,,0.425,
A2#3664044,A2,0.004326,legit,51.076,,0.425,
enrichment_off#3663737,A2,0.016545,legit,37.977,,0.601,
A1#3663999,A1,0.359532,legit,21.848,0.395,,
A2#3664213,A2,0.091004,legit,41.322,,0.415,
3663570,A2,0.021825,legit,7724.876,,5.916,
A2#3664514,A2,0.002464,legit,57.67,,0.436,
A2#3663643,A2,0.023769,legit,43.364,,0.415,
B0#3663756,B0,0.145519,legit,,0.413,,28.4088
A2#3663665,A2,0.050231,legit,39.953,,0.417,
A2#3663661,A2,0.325982,legit,45.552,,0.384,
A1#3663927,A1,0.180512,legit,18.61,0.387,,
A2#3663878,A2,0.01382,legit,40.055,,0.384,
B0#3663934,B0,0.062195,legit,,0.383,,54.1098
A2#3663775,A2,0.031676,legit,40.456,,0.39,
B0#3663996,B0,0.528711,fraud,,0.452,,63.8594
B0#3663956,B0,0.168073,legit,,0.424,,57.7549
A1#3664031,A1,0.089828,legit,14.774,0.387,,
A1#3663946,A1,0.26272,legit,14.403,0.38,,
A1#3664295,A1,0.153814,legit,14.169,0.419,,
A2#3664052,A2,0.050887,legit,43.391,,0.402,
3663718,A2,0.053593,legit,37.023,,0.537,
B0#3664448,B0,0.173312,legit,,0.418,,130.5821
A2#3663744,A2,0.133289,legit,48.191,,0.425,
A2#3663705,A2,0.364872,legit,39.29,,0.396,
A2#3663916,A2,0.293641,legit,68.718,,2.161,
B0#3663679,B0,0.047425,legit,,0.355,,18.0676
B0#3664397,B0,0.082417,legit,,0.378,,124.0573
A2#3663858,A2,0.3998,legit,82.817,,0.411,
B0#3664174,B0,0.144872,legit,,0.374,,88.094
enrichment_off#3663714,A2,0.016863,legit,68.822,,0.64,
B0#3663734,B0,0.007353,legit,,0.375,,25.062
A2#3664540,A2,0.013839,legit,37.061,,0.462,
A1#3664529,A1,0.046949,legit,19.671,0.377,,
A1#3664324,A1,0.039583,legit,16.006,0.39,,
B0#3663654,B0,0.041231,legit,,0.394,,14.9507
A1#3664313,A1,0.108251,legit,14.199,0.391,,
B0#3663961,B0,0.031604,legit,,0.42,,58.4726
A1#3664390,A1,0.343801,legit,13.7,0.382,,
B0#3663759,B0,0.098207,legit,,0.363,,28.8853
enrichment_on#3663603,A2,0.034093,legit,4817.062,,0.633,
B0#3663806,B0,0.08613,legit,,0.365,,35.5231
A2#3663965,A2,0.063544,legit,43.031,,0.432,
A2#3663747,A2,0.052005,legit,45.0,,2.094,
B0#3663845,B0,0.079654,legit,,0.349,,40.7429
B0#3664271,B0,0.016802,legit,,0.385,,102.5481
A1#3664429,A1,0.102715,legit,13.566,0.398,,
B0#3664375,B0,0.148971,legit,,0.357,,121.1306
B0#3664475,B0,0.138616,legit,,0.394,,136.1219
A2#3664126,A2,0.012842,legit,45.656,,5.03,
B0#3664235,B0,0.123787,legit,,0.366,,96.7996
B0#3663566,B0,0.108208,legit,,0.395,,3.0299
A1#3664294,A1,0.026031,legit,12.516,0.394,,
B0#3663874,B0,0.099419,legit,,0.381,,44.5494
A2#3663640,A2,0.041839,legit,40.161,,0.403,
B0#3664519,B0,0.045643,legit,,0.38,,142.7456
A2#3664343,A2,0.054649,legit,42.772,,0.406,
A1#3664310,A1,0.094046,legit,15.424,0.387,,
A2#3664345,A2,0.007804,legit,47.302,,0.467,
A1#3664504,A1,0.019786,legit,14.637,0.38,,
A2#3664276,A2,0.050829,legit,41.351,,0.397,
A2#3663816,A2,0.117846,legit,45.463,,0.521,
A2#3664151,A2,0.041154,legit,78.368,,4.238,
B0#3663717,B0,0.074296,legit,,0.353,,22.5241
B0#3664346,B0,0.070107,legit,,0.424,,116.9646
B0#3664473,B0,0.05553,legit,,0.381,,135.6809
B0#3664222,B0,0.144081,legit,,0.415,,94.9814
enrichment_on#3663704,A2,0.010601,legit,47.296,,0.697,
A2#3663627,A2,0.020382,legit,48.065,,5.073,
B0#3663899,B0,0.090344,legit,,0.37,,48.53
A2#3663761,A2,0.209204,legit,49.295,,1.993,
A1#3664309,A1,0.052565,legit,15.699,0.387,,
B0#3663873,B0,0.073633,legit,,0.38,,44.449
A1#3664348,A1,0.12915,legit,26.546,0.396,,
A1#3663819,A1,0.136604,legit,13.935,0.432,,
3663616,A2,0.027808,legit,3451.908,,0.718,
A2#3663637,A2,0.296842,legit,55.03,,0.461,
A2#3664446,A2,0.097533,legit,43.802,,0.393,
B0#3664299,B0,0.010429,legit,,0.398,,106.5897
A1#3664486,A1,0.04065,legit,18.461,0.399,,
enrichment_off#3663722,A2,0.031726,legit,44.154,,0.605,
enrichment_on#3663638,A2,0.277528,legit,2955.073,,0.775,
A2#3664400,A2,0.155088,legit,37.576,,0.376,
B0#3663802,B0,0.051939,legit,,0.365,,35.031
B0#3664103,B0,0.627194,fraud,,0.38,,79.1983
A1#3663737,A1,0.016545,legit,15.208,0.413,,
enrichment_off#3663607,A2,0.071015,legit,3735.593,,0.78,
3663711,A2,0.041444,legit,37.387,,0.622,
B0#3663906,B0,0.168,legit,,0.385,,49.7363
A1#3664326,A1,0.015221,legit,28.956,0.45,,
A2#3663568,A2,0.101023,legit,4462.846,,0.501,
A2#3664247,A2,0.17578,legit,44.564,,0.405,
A1#3663998,A1,0.132116,legit,18.787,2.356,,
A1#3664099,A1,0.211489,legit,14.259,0.431,,
B0#3664236,B0,0.046147,legit,,0.412,,96.9185
A1#3663699,A1,0.153028,legit,13.973,0.392,,
A2#3664430,A2,0.015574,legit,43.383,,0.403,
B0#3663631,B0,0.026552,legit,,0.39,,12.0475
A1#3664102,A1,0.362133,legit,14.807,0.391,,
enrichment_on#3663641,A2,0.140366,legit,2329.072,,0.836,
A1#3663721,A1,0.123169,legit,11.996,0.452,,
A2#3664408,A2,0.098263,legit,38.339,,0.4,
B0#3664354,B0,0.021471,legit,,0.398,,118.1499
B0#3663763,B0,0.054536,legit,,0.378,,29.7006
A2#3664336,A2,0.016402,legit,41.61,,0.394,
A2#3664191,A2,0.049066,legit,38.175,,0.426,
A2#3663814,A2,0.018388,legit,42.371,,2.048,
A1#3664131,A1,0.047811,legit,17.704,0.378,,
B0#3664510,B0,0.039294,legit,,0.372,,141.2154
A1#3663861,A1,0.029643,legit,14.121,0.382,,
B0#3664294,B0,0.026031,legit,,0.394,,105.9126
B0#3664422,B0,0.138964,legit,,0.38,,127.1459
A1#3663549,A1,0.051048,legit,7562.609,3.988,,
A1#3663731,A1,0.062755,legit,47.211,0.386,,
A2#3664358,A2,0.027689,legit,39.591,,0.409,
B0#3664224,B0,0.057818,legit,,0.416,,95.3314
A2#3664317,A2,0.165332,legit,39.675,,0.389,
A2#3664136,A2,0.111551,legit,43.23,,0.404,
A2#3663978,A2,0.266337,legit,42.759,,0.44,
enrichment_off#3663690,A2,0.049545,legit,36.984,,0.63,
3663696,A2,0.030439,legit,36.853,,0.609,
A2#3664434,A2,0.019309,legit,42.434,,0.399,
A1#3663702,A1,0.045538,legit,15.06,0.386,,
enrichment_on#3663693,A2,0.134836,legit,41.685,,0.662,
B0#3664396,B0,0.019385,legit,,0.393,,123.9501
B0#3663791,B0,0.012781,legit,,0.38,,33.5806
B0#3664098,B0,0.045538,legit,,0.379,,78.5856
A1#3663603,A1,0.034093,legit,14.234,0.428,,
A2#3663660,A2,0.025138,legit,62.015,,0.445,
enrichment_off#3663621,A2,0.022382,legit,4436.107,,0.82,
A1#3664544,A1,0.061847,legit,15.342,0.423,,
A2#3664330,A2,0.017013,legit,45.042,,0.461,
A2#3664309,A2,0.052565,legit,41.115,,0.408,
B0#3663860,B0,0.128341,legit,,0.375,,42.6753
A1#3664085,A1,0.0169,legit,34.539,0.41,,
B0#3663678,B0,0.042409,legit,,0.362,,17.9393
B0#3664541,B0,0.013567,legit,,0.37,,145.52
A2#3664039,A2,0.008137,legit,43.946,,0.42,
A2#3663740,A2,0.209543,legit,38.949,,0.397,
A2#3664092,A2,0.024323,legit,40.803,,0.406,
B0#3664367,B0,0.102106,legit,,0.41,,119.8847
B0#3663584,B0,0.022208,legit,,0.38,,5.8681
B0#3663964,B0,0.392689,legit,,0.378,,58.8598
B0#3664223,B0,0.041587,legit,,0.423,,95.1775
A2#3664384,A2,0.005523,legit,47.448,,6.621,
B0#3664053,B0,0.372516,legit,,0.362,,72.363
B0#3664365,B0,0.142699,legit,,0.361,,119.5498
A1#3663881,A1,0.055269,legit,14.328,0.371,,
A1#3664296,A1,0.004043,legit,14.263,0.379,,
A1#3663856,A1,0.03932,legit,20.473,0.428,,
B0#3664289,B0,0.022767,legit,,0.399,,105.2928
B0#3663980,B0,0.039659,legit,,0.382,,60.9009
B0#3663705,B0,0.364872,legit,,0.398,,21.0224
A1#3663729,A1,0.043101,legit,14.613,0.388,,
A1#3664420,A1,0.039552,legit,13.853,0.4,,
A2#3663972,A2,0.082583,legit,40.268,,0.419,
3663619,A2,0.042936,legit,2842.821,,0.785,
A1#3664491,A1,0.076369,legit,14.899,0.394,,
B0#3664059,B0,0.055222,legit,,0.413,,73.1226
enrichment_on#3663736,A2,0.153962,legit,37.925,,0.661,
A1#3663774,A1,0.039275,legit,13.498,0.392,,
A1#3664112,A1,0.022054,legit,13.308,0.431,,
A2#3664010,A2,0.042828,legit,39.585,,0.396,
A1#3664307,A1,0.063557,legit,14.751,0.413,,
A2#3663837,A2,0.033321,legit,38.995,,0.433,
B0#3664013,B0,0.127498,legit,,0.392,,67.3263
B0#3663823,B0,0.021996,legit,,0.361,,37.7449
enrichment_on#3663659,A2,0.009064,legit,1408.823,,19.434,
A1#3664450,A1,0.265186,legit,21.912,6.688,,
A2#3663952,A2,0.04768,legit,40.75,,0.389,
A1#3664301,A1,0.007293,legit,12.974,0.404,,
A1#3664375,A1,0.148971,legit,15.466,0.405,,
A1#3664181,A1,0.027764,legit,16.144,0.418,,
A1#3663959,A1,0.009444,legit,13.163,0.453,,
A2#3664178,A2,0.036921,legit,38.678,,0.42,
A1#3664472,A1,0.240045,legit,14.664,0.383,,
A2#3663715,A2,0.094502,legit,42.187,,0.435,
A1#3663758,A1,0.049477,legit,19.083,0.378,,
B0#3663951,B0,0.045229,legit,,0.409,,56.9262
B0#3663601,B0,0.051561,legit,,0.378,,8.2408
A1#3664428,A1,0.007922,legit,14.361,0.379,,
B0#3663992,B0,0.394695,legit,,0.38,,63.1687
A1#3664058,A1,0.212888,legit,11.337,0.37,,
B0#3664244,B0,0.00442,legit,,0.382,,97.9935
enrichment_on#3663571,A2,0.046674,legit,9205.574,,6.225,
enrichment_on#3663744,A2,0.133289,legit,42.622,,0.692,
enrichment_on#3663590,A2,0.060568,legit,7927.923,,6.392,
A2#3664209,A2,0.032007,legit,84.281,,0.413,
A2#3664391,A2,0.070796,legit,81.506,,0.416,
B0#3664290,B0,0.274435,legit,,0.377,,105.4019
A2#3664021,A2,0.147351,legit,36.739,,0.39,
A1#3664494,A1,0.038027,legit,14.242,0.394,,
A1#3663552,A1,0.027429,legit,7623.931,4.182,,
B0#3663726,B0,0.14281,legit,,0.37,,23.7659
A2#3664104,A2,0.140711,legit,45.068,,6.955,
A2#3664478,A2,0.116847,legit,45.163,,0.405,
A2#3663932,A2,0.107943,legit,38.733,,0.406,
enrichment_on#3663592,A2,0.100342,legit,7705.569,,6.282,
A2#3663676,A2,0.018607,legit,39.223,,0.437,
A2#3664272,A2,0.066457,legit,41.261,,0.419,
A1#3663941,A1,0.169449,legit,13.077,0.453,,
A2#3663642,A2,0.057151,legit,38.497,,0.422,
A2#3663874,A2,0.099419,legit,35.668,,0.397,
B0#3663775,B0,0.031676,legit,,0.361,,31.4889
3663714,A2,0.016863,legit,35.803,,0.555,
A2#3664208,A2,0.176227,legit,39.246,,0.455,
A2#3664203,A2,0.048816,legit,40.038,,0.398,
B0#3663687,B0,0.169044,legit,,0.385,,19.0503
A2#3663781,A2,0.030066,legit,39.317,,0.38,
A1#3664113,A1,0.309828,legit,17.255,0.379,,
B0#3663969,B0,0.114961,legit,,0.354,,59.5637
B0#3664261,B0,0.006995,legit,,0.367,,100.5354
enrichment_on#3663640,A2,0.041839,legit,2270.36,,5.664,
A2#3663700,A2,0.164476,legit,52.323,,0.405,
B0#3664280,B0,0.022869,legit,,0.366,,103.9629
B0#3663995,B0,0.035733,legit,,0.358,,63.6999
A2#3664297,A2,0.13782,legit,38.881,,0.399,
B0#3664253,B0,0.020131,legit,,0.387,,99.2373
B0#3664044,B0,0.004326,legit,,0.404,,71.1456
A1#3664106,A1,0.138966,legit,13.257,0.412,,
B0#3664482,B0,0.073627,legit,,0.396,,137.3227
A2#3663553,A2,0.030048,legit,7184.082,,4.203,
A1#3663858,A1,0.3998,legit,17.075,0.425,,
A2#3663976,A2,0.136652,legit,38.056,,0.396,
B0#3663917,B0,0.032273,legit,,0.359,,51.4278
A2#3663946,A2,0.26272,legit,37.027,,0.375,
A1#3664474,A1,0.083969,legit,22.009,0.389,,
B0#3664063,B0,0.00917,legit,,0.364,,73.6478
enrichment_off#3663726,A2,0.14281,legit,67.512,,18.057,
enrichment_off#3663704,A2,0.007978,legit,59.302,,2.338,
B0#3664491,B0,0.076369,legit,,0.416,,138.5515
A2#3663819,A2,0.136604,legit,38.462,,0.395,
A1#3664401,A1,0.062858,legit,16.954,0.42,,
A1#3663652,A1,0.040271,legit,12.953,0.38,,
B0#3663833,B0,0.109878,legit,,0.368,,39.0748
B0#3664242,B0,0.026165,legit,,0.397,,97.6663
B0#3664379,B0,0.050335,legit,,0.356,,121.6995
A1#3664416,A1,0.035785,legit,14.224,0.442,,
A1#3664001,A1,0.055347,legit,25.296,7.382,,
A1#3664107,A1,0.006169,legit,21.51,0.411,,
A1#3664344,A1,0.100093,legit,18.386,0.384,,
A1#3664265,A1,0.085989,legit,13.747,0.381,,
B0#3663977,B0,0.062657,legit,,0.378,,60.5875
A1#3663620,A1,0.035294,legit,16.49,0.378,,
B0#3663568,B0,0.101023,legit,,0.402,,3.2887
A2#3663843,A2,0.135033,legit,42.738,,0.403,
A2#3663668,A2,0.029751,legit,42.413,,0.39,
B0#3664129,B0,0.180765,legit,,0.358,,82.4133
A2#3664307,A2,0.050416,legit,49.3,,1.231,
A1#3664321,A1,0.150907,legit,14.243,0.378,,
A2#3663699,A2,0.153028,legit,41.181,,2.602,
A1#3663597,A1,0.056668,legit,12.73,0.379,,
B0#3664181,B0,0.027764,legit,,0.371,,89.2635
enrichment_off#3663719,A2,0.148472,legit,38.107,,0.629,
A2#3663830,A2,0.121596,legit,40.895,,0.41,
B0#3664467,B0,0.058802,legit,,0.369,,134.4746
B0#3663962,B0,0.013992,legit,,0.421,,58.5701
B0#3664513,B0,0.001286,legit,,0.405,,141.6583
A2#3664046,A2,0.005237,legit,47.186,,0.437,
B0#3664008,B0,0.183062,legit,,0.396,,66.4344
B0#3664232,B0,0.012375,legit,,0.377,,96.32
enrichment_off#3663564,A2,0.059696,legit,7879.335,,9.382,
3663560,A2,0.036645,legit,7363.237,,5.355,
A2#3663954,A2,0.020749,legit,43.837,,0.411,
A2#3664182,A2,0.012982,legit,40.803,,2.114,
A1#3664507,A1,0.065622,legit,13.206,0.383,,
A2#3663968,A2,0.17741,legit,57.963,,0.397,
enrichment_on#3663614,A2,0.311136,legit,4612.693,,0.794,
B0#3663954,B0,0.027681,legit,,0.395,,57.4123
A2#3664108,A2,0.025327,legit,53.147,,4.53,
A2#3663904,A2,0.088731,legit,47.141,,0.414,
A1#3663571,A1,0.046674,legit,5254.603,0.366,,
A2#3664458,A2,0.025759,legit,46.501,,0.412,
enrichment_on#3663730,A2,0.010944,legit,36.481,,0.617,
A1#3663950,A1,0.037273,legit,11.858,0.385,,
B0#3664351,B0,0.024715,legit,,0.381,,117.7538
B0#3664003,B0,0.182177,legit,,0.386,,65.3274
A2#3663903,A2,0.01058,legit,45.536,,2.63,
B0#3664384,B0,0.008461,legit,,0.356,,122.2778
B0#3664399,B0,0.079035,legit,,0.392,,124.3221
A1#3663834,A1,0.116984,legit,17.906,0.378,,
B0#3664219,B0,0.005701,legit,,0.349,,94.6432
A1#3664002,A1,0.150385,legit,62.213,0.419,,
A2#3664065,A2,0.061547,legit,37.23,,0.403,
A1#3663896,A1,0.059534,legit,14.992,0.434,,
A1#3664302,A1,0.028848,legit,15.824,0.387,,
A2#3663726,A2,0.14281,legit,41.418,,0.385,
A1#3664076,A1,0.098812,legit,17.071,0.421,,
A1#3664147,A1,0.13751,legit,14.75,0.381,,
A2#3663641,A2,0.140366,legit,47.05,,0.403,
3663551,A2,0.018437,legit,7800.306,,0.653,
3663601,A2,0.051561,legit,4170.82,,0.785,
B0#3663908,B0,0.020646,legit,,0.391,,50.0291
A1#3664145,A1,0.02196,legit,17.586,0.422,,
B0#3663787,B0,0.0202,legit,,0.369,,33.1443
B0#3663591,B0,0.021237,legit,,0.388,,6.8633
A1#3663751,A1,0.154389,legit,14.14,0.39,,
B0#3663613,B0,0.110818,legit,,0.363,,9.792
B0#3664092,B0,0.024323,legit,,0.35,,77.5993
A2#3664210,A2,0.088745,legit,38.771,,0.412,
B0#3663989,B0,0.063111,legit,,0.377,,62.6641
A1#3663768,A1,0.029043,legit,13.908,0.388,,
A1#3663977,A1,0.062657,legit,16.37,0.437,,
3663742,A2,0.129217,legit,48.715,,5.036,
enrichment_off#3663550,A2,0.054846,legit,7467.894,,6.042,
enrichment_on#3663556,A2,0.193744,legit,9924.864,,6.125,
A2#3664509,A2,0.028308,legit,111.581,,0.43,
A2#3664403,A2,0.049753,legit,38.746,,0.399,
enrichment_off#3663587,A2,0.386691,legit,6565.532,,0.835,
A1#3664132,A1,0.262093,legit,23.432,0.439,,
A2#3663556,A2,0.193744,legit,7358.846,,0.501,
B0#3663657,B0,0.080782,legit,,0.398,,15.3024
A2#3664079,A2,0.059809,legit,42.49,,0.422,
A2#3663785,A2,0.14609,legit,42.578,,0.42,
A1#3664459,A1,0.101276,legit,15.974,0.386,,
A2#3664207,A2,0.034175,legit,47.975,,5.256,
A2#3663871,A2,0.225695,legit,41.136,,0.407,
B0#3663605,B0,0.116556,legit,,0.383,,8.7487
B0#3663798,B0,0.102381,legit,,0.463,,34.4505
A1#3663980,A1,0.039659,legit,17.484,0.392,,
B0#3663570,B0,0.021825,legit,,0.389,,3.5361
A2#3664406,A2,0.01534,legit,40.595,,0.374,
A1#3664278,A1,0.015832,legit,14.248,0.413,,
B0#3664446,B0,0.097533,legit,,0.393,,130.1798
A1#3664440,A1,0.016892,legit,16.448,2.807,,
A1#3664216,A1,0.030101,legit,13.606,0.383,,
A2#3663915,A2,0.049322,legit,44.428,,7.37,
A1#3663938,A1,0.33152,legit,14.137,0.383,,
B0#3663896,B0,0.059534,legit,,0.366,,48.0995
A2#3664441,A2,0.021954,legit,40.528,,0.401,
A1#3663847,A1,0.017218,legit,14.242,0.371,,
A2#3663914,A2,0.246179,legit,42.74,,2.436,
A1#3664336,A1,0.069417,legit,13.209,0.446,,
A1#3663787,A1,0.0202,legit,14.813,0.402,,
A2#3663755,A2,0.051692,legit,46.139,,0.456,
B0#3664421,B0,0.052005,legit,,0.374,,127.0217
A2#3664445,A2,0.14753,legit,40.215,,0.418,
enrichment_on#3663712,A2,0.063359,legit,40.083,,0.604,
B0#3663616,B0,0.027808,legit,,0.379,,10.1811
B0#3663676,B0,0.023976,legit,,0.374,,17.7449
enrichment_on#3663739,A2,0.011242,legit,38.969,,0.696,
A2#3664067,A2,0.025886,legit,39.736,,0.412,
B0#3663719,B0,0.148472,legit,,0.368,,22.7886
enrichment_off#3663681,A2,0.01944,legit,39.095,,0.637,
enrichment_off#3663568,A2,0.101023,legit,7357.088,,0.655,
A2#3664448,A2,0.173312,legit,41.343,,2.048,
enrichment_off#3663593,A2,0.086402,legit,5782.518,,0.89,
A2#3663832,A2,0.000687,legit,45.814,,0.434,
enrichment_on#3663632,A2,0.172971,legit,3067.693,,0.794,
B0#3664444,B0,0.134391,legit,,0.517,,129.9208
B0#3664091,B0,0.111265,legit,,0.359,,77.4906
A1#3664524,A1,0.053014,legit,14.545,0.389,,
B0#3664353,B0,0.015304,legit,,0.372,,118.0091
A2#3664308,A2,0.039546,legit,61.991,,0.422,
A2#3663582,A2,0.082821,legit,2046.89,,0.509,
enrichment_on#3663700,A2,0.164476,legit,37.6,,0.625,
B0#3663636,B0,0.158781,legit,,0.355,,12.7229
A1#3664490,A1,0.091699,legit,13.511,0.399,,
A1#3663767,A1,0.20939,legit,11.989,0.386,,
A1#3663655,A1,0.305094,legit,14.797,0.432,,
enrichment_off#3663560,A2,0.036645,legit,6898.811,,0.683,
A1#3663611,A1,0.036878,legit,13.447,0.388,,
A2#3663557,A2,0.080275,legit,6948.903,,0.462,
A2#3663768,A2,0.029043,legit,36.63,,0.389,
A1#3663579,A1,0.233426,legit,3054.102,0.38,,
A1#3664337,A1,0.040975,legit,13.952,0.41,,
enrichment_off#3663623,A2,0.086924,legit,4041.277,,0.804,
A1#3663740,A1,0.209543,legit,15.108,0.403,,
B0#3664005,B0,0.051718,legit,,0.371,,65.8099
A1#3663989,A1,0.063111,legit,12.542,0.382,,
A2#3663577,A2,0.131649,legit,1796.742,,0.482,
A1#3664477,A1,0.133744,legit,14.748,0.394,,
B0#3663664,B0,0.203082,legit,,0.383,,16.1889
A2#3663799,A2,0.037823,legit,52.386,,0.43,
A2#3664122,A2,0.067712,legit,45.876,,2.093,
A2#3663746,A2,0.11028,legit,37.986,,0.387,
B0#3663607,B0,0.071015,legit,,0.408,,9.0382
enrichment_on#3663563,A2,0.138495,legit,9873.569,,6.282,
enrichment_on#3663644,A2,0.06941,legit,2113.072,,0.836,
B0#3663587,B0,0.386691,legit,,0.392,,6.2303
B0#3664412,B0,0.201383,legit,,0.435,,125.8889
3663579,A2,0.233426,legit,7407.371,,6.052,
A2#3664045,A2,0.111313,legit,39.17,,0.412,
enrichment_off#3663740,A2,0.209543,legit,37.733,,0.649,
A1#3664368,A1,0.064302,legit,12.843,0.404,,
A2#3664050,A2,0.030022,legit,43.861,,0.414,
3663650,A2,0.166514,legit,174.5,,0.704,
B0#3663881,B0,0.055269,legit,,0.358,,45.5665
A2#3663681,A2,0.01944,legit,40.589,,0.396,
A2#3663951,A2,0.045229,legit,80.505,,0.43,
B0#3664117,B0,0.055958,legit,,0.386,,80.9596
A1#3663969,A1,0.114961,legit,19.248,0.428,,
A2#3663994,A2,0.036969,legit,54.033,,0.405,
B0#3664113,B0,0.309828,legit,,0.392,,80.4764
A1#3663727,A1,0.06286,legit,14.043,0.424,,
3663587,A2,0.411508,legit,7934.595,,9.282,
B0#3664114,B0,0.055633,legit,,0.383,,80.5857
3663703,A2,0.037782,legit,37.641,,0.604,
A2#3664405,A2,0.162363,legit,38.651,,0.392,
B0#3663911,B0,0.053501,legit,,0.384,,50.452
3663549,A2,0.051048,legit,8514.405,,6.618,
A2#3663982,A2,0.138543,legit,40.04,,0.419,
A1#3664078,A1,0.046309,legit,15.585,0.381,,
B0#3663758,B0,0.049477,legit,,0.37,,28.7343
A2#3663567,A2,0.223282,legit,9883.839,,4.011,
B0#3664069,B0,0.046149,legit,,0.376,,74.4729
B0#3663649,B0,0.087156,legit,,0.364,,14.3718
A2#3663886,A2,0.035798,legit,43.384,,0.404,
B0#3664049,B0,0.028795,legit,,0.389,,71.8001
B0#3664504,B0,0.019786,legit,,0.38,,140.5016
3663585,A2,0.098037,legit,6599.876,,5.916,
A2#3663779,A2,0.02949,legit,38.546,,0.374,
A2#3663918,A2,0.019869,legit,53.791,,0.388,
B0#3664432,B0,0.0375,legit,,0.383,,128.3143
B0#3663571,B0,0.046674,legit,,0.382,,3.7364
B0#3663626,B0,0.333734,legit,,0.356,,11.3466
B0#3664445,B0,0.14753,legit,,0.363,,130.0808
A2#3663986,A2,0.114604,legit,39.087,,0.408,
A2#3663620,A2,0.035294,legit,38.766,,0.428,
B0#3663990,B0,0.162603,legit,,0.396,,62.8568
A1#3664229,A1,0.115827,legit,13.59,0.373,,
A2#3664198,A2,0.038845,legit,43.458,,0.408,
B0#3664272,B0,0.066457,legit,,0.362,,102.6714
enrichment_off#3663618,A2,0.038733,legit,4069.252,,0.802,
B0#3664496,B0,0.029972,legit,,0.412,,139.4047
B0#3663770,B0,0.021692,legit,,0.386,,30.7948
A1#3664091,A1,0.111265,legit,13.531,0.387,,
A1#3663769,A1,0.618138,fraud,13.722,0.391,,
B0#3664464,B0,0.097268,legit,,0.367,,133.96
A2#3664488,A2,0.01599,legit,43.353,,0.404,
B0#3664247,B0,0.17578,legit,,0.394,,98.4334
A2#3664197,A2,0.013094,legit,39.707,,0.407,
A1#3664251,A1,0.049927,legit,13.778,0.407,,
A2#3664349,A2,0.013398,legit,40.468,,0.4,
enrichment_off#3663622,A2,0.242482,legit,3962.193,,0.807,
A2#3663657,A2,0.078882,legit,40.888,,0.421,
A1#3663622,A1,0.242482,legit,14.919,0.377,,
A1#3664338,A1,0.095216,legit,22.394,0.408,,
B0#3664200,B0,0.111634,legit,,0.394,,92.0291
A1#3664335,A1,0.055257,legit,13.954,0.42,,
B0#3663589,B0,0.5108,fraud,,0.387,,6.5011
A1#3663897,A1,0.024544,legit,13.817,0.403,,
A2#3663990,A2,0.18652,legit,41.224,,0.456,
A2#3664036,A2,0.065764,legit,39.856,,2.077,
A2#3663570,A2,0.021825,legit,3485.742,,0.482,
A1#3664103,A1,0.627194,fraud,16.451,0.398,,
A1#3663573,A1,0.340256,legit,4803.972,0.454,,
B0#3663576,B0,0.160826,legit,,0.372,,4.471
A1#3664022,A1,0.016336,legit,16.148,0.432,,
3663694,A2,0.039336,legit,37.427,,0.609,
B0#3663689,B0,0.063965,legit,,0.381,,19.2684
A1#3664370,A1,0.114141,legit,13.295,0.447,,
A1#3664081,A1,0.145333,legit,12.334,0.407,,
B0#3664195,B0,0.035005,legit,,0.4,,91.3063
B0#3663967,B0,0.042934,legit,,0.392,,59.3484
